CNN Model,Input Type,Target Type,Day,Hour,F1 Score,Jaccard Index
cgnet,rois,binary,41,8pm,0.9806208610534668,0.961978554725647
cgnet,rois,binary,42,8am,0.9735832214355468,0.9485262036323548
cgnet,rois,binary,42,9am,0.9740686416625975,0.9494481086730956
cgnet,rois,binary,42,10am,0.9739294648170472,0.9491837620735168
cgnet,rois,binary,42,11am,0.9818891286849976,0.9644225239753724
cgnet,rois,binary,42,12pm,0.9823776483535768,0.9653655886650084
cgnet,rois,binary,42,1pm,0.9846930503845216,0.9698476195335388
cgnet,rois,binary,42,2pm,0.9822307229042052,0.9650818705558776
cgnet,rois,binary,42,3pm,0.9858328104019164,0.9720613956451416
cgnet,rois,binary,42,4pm,0.9815464019775392,0.9637615084648132
cgnet,rois,binary,42,5pm,0.981192946434021,0.9630802273750304
cgnet,rois,binary,42,6pm,0.9804136753082277,0.9615799188613892
cgnet,rois,binary,42,7pm,0.979963481426239,0.9607141613960266
cgnet,rois,binary,42,8pm,0.9806743860244752,0.9620816111564636
cgnet,rois,binary,43,8am,0.9816853404045104,0.9640294313430786
cgnet,rois,binary,43,9am,0.9774070978164672,0.9558125138282776
cgnet,rois,binary,43,10am,0.9822914004325868,0.965199053287506
cgnet,rois,binary,43,11am,0.9824069142341614,0.9654221534729004
cgnet,rois,binary,43,12pm,0.9843512177467346,0.969184637069702
cgnet,rois,binary,43,1pm,0.9827757477760316,0.966134786605835
cgnet,rois,binary,43,2pm,0.9821926355361938,0.9650083780288696
cgnet,rois,binary,43,3pm,0.9804967641830444,0.961739718914032
cgnet,rois,binary,43,4pm,0.9856767058372498,0.9717578887939452
cgnet,rois,binary,43,5pm,0.9904289245605468,0.9810393452644348
cgnet,rois,binary,43,6pm,0.9811232089996338,0.9629459381103516
cgnet,rois,binary,43,7pm,0.9806072115898132,0.9619522094726562
cgnet,rois,binary,43,8pm,0.9811480641365052,0.9629937410354614
cgnet,rois,binary,44,8am,0.9758316278457642,0.952803909778595
cgnet,rois,binary,44,9am,0.9846056699752808,0.9696781635284424
cgnet,rois,binary,44,10am,0.9880829453468324,0.976446568965912
cgnet,rois,binary,44,11am,0.9874675273895264,0.9752452969551086
cgnet,rois,binary,44,12pm,0.9854594469070436,0.9713357090950012
cgnet,rois,binary,44,1pm,0.9902731776237488,0.9807337522506714
cgnet,rois,binary,44,2pm,0.9917041659355164,0.9835447669029236
cgnet,rois,binary,44,3pm,0.9915836453437804,0.9833077788352966
cgnet,rois,binary,44,4pm,0.9891208410263062,0.9784758687019348
cgnet,rois,binary,44,5pm,0.9806599020957948,0.9620537161827089
cgnet,rois,binary,44,6pm,0.9803678393363952,0.9614916443824768
cgnet,rois,binary,44,7pm,0.9725900888442992,0.9466426968574524
cgnet,rois,binary,44,8pm,0.9806469082832336,0.962028741836548
cgnet,rois,binary,45,8am,0.9806937575340272,0.9621188640594482
cgnet,rois,binary,45,9am,0.9825637936592102,0.9657252430915833
cgnet,rois,binary,45,10am,0.981985330581665,0.9646081924438475
cgnet,rois,binary,45,11am,0.9823065400123596,0.965228259563446
cgnet,rois,binary,45,12pm,0.9814040660858154,0.9634870886802672
cgnet,rois,binary,45,1pm,0.9820495843887328,0.9647322297096252
cgnet,rois,binary,45,2pm,0.9819719791412354,0.9645824432373048
cgnet,rois,binary,45,3pm,0.9823962450027466,0.9654015898704528
cgnet,rois,binary,45,4pm,0.9826520681381226,0.9658957719802856
cgnet,rois,binary,45,5pm,0.9821813106536864,0.9649865031242372
cgnet,rois,binary,45,6pm,0.9826253652572632,0.9658441543579102
cgnet,rois,binary,45,7pm,0.9831106662750244,0.9667823314666748
cgnet,rois,binary,45,8pm,0.9820290207862854,0.9646925330162048
cgnet,rois,binary,46,8am,0.9820268750190736,0.9646883606910706
cgnet,rois,binary,46,9am,0.9827497005462646,0.9660844206809998
cgnet,rois,binary,46,10am,0.9839007258415222,0.968311607837677
cgnet,rois,binary,46,11am,0.9845243096351624,0.9695202708244324
cgnet,rois,binary,46,12pm,0.9856899976730348,0.9717837572097778
cgnet,rois,binary,46,1pm,0.991566240787506,0.9832735657691956
cgnet,rois,binary,46,2pm,0.992323875427246,0.9847646355628968
cgnet,rois,binary,46,3pm,0.991994559764862,0.9841163158416748
cgnet,rois,binary,46,4pm,0.9898011088371276,0.9798081517219543
cgnet,rois,binary,46,5pm,0.981232762336731,0.9631569981575012
cgnet,rois,binary,46,6pm,0.979463756084442,0.9597540497779846
cgnet,rois,binary,46,7pm,0.9732348918914796,0.9478652477264404
cgnet,rois,binary,46,8pm,0.9812896251678468,0.9632665514945984
cgnet,rois,binary,47,8am,0.9764007329940796,0.9538896083831788
cgnet,rois,binary,47,9am,0.9860137701034546,0.9724134206771852
cgnet,rois,binary,47,10am,0.9867186546325684,0.9737855195999146
cgnet,rois,binary,47,11am,0.9871497750282288,0.9746255874633788
cgnet,rois,binary,47,12pm,0.9864744544029236,0.9733098745346068
cgnet,rois,binary,47,1pm,0.9837493896484376,0.9680184721946716
cgnet,rois,binary,47,2pm,0.984308898448944,0.969102680683136
cgnet,rois,binary,47,3pm,0.9876648187637328,0.975630223751068
cgnet,rois,binary,47,4pm,0.9835769534111024,0.9676846861839294
cgnet,rois,binary,47,5pm,0.9832910299301147,0.96713125705719
cgnet,rois,binary,47,6pm,0.9830207228660583,0.9666084051132202
cgnet,rois,binary,47,7pm,0.9771876931190492,0.9553929567337036
cgnet,rois,binary,47,8pm,0.9836784601211548,0.967881202697754
cgnet,rois,binary,48,8am,0.9779201149940492,0.956794261932373
cgnet,rois,binary,48,9am,0.9849599599838256,0.9703656435012816
cgnet,rois,binary,48,10am,0.9841009974479676,0.9686996340751648
cgnet,rois,binary,48,11am,0.9827220439910888,0.966031014919281
cgnet,rois,binary,48,12pm,0.9824568033218384,0.9655185341835022
cgnet,rois,binary,48,1pm,0.9840729832649232,0.9686453938484192
cgnet,rois,binary,48,2pm,0.9848249554634094,0.9701035618782043
cgnet,rois,binary,48,3pm,0.9871858954429626,0.9746960401535034
cgnet,rois,binary,48,4pm,0.9844664335250854,0.9694080948829652
cgnet,rois,binary,48,5pm,0.9834991097450256,0.9675339460372924
cgnet,rois,binary,48,6pm,0.9813987016677856,0.9634767770767212
cgnet,rois,binary,48,7pm,0.9812394380569458,0.9631698727607728
cgnet,rois,binary,48,8pm,0.9793823957443236,0.9595978260040284
cgnet,rois,binary,49,8am,0.9746150374412536,0.950486958026886
cgnet,rois,binary,49,9am,0.9793909788131714,0.9596143364906312
cgnet,rois,binary,49,10am,0.9854950904846193,0.9714049696922302
cgnet,rois,binary,49,11am,0.9834962487220764,0.9675284028053284
cgnet,rois,binary,49,12pm,0.9845958352088928,0.9696590900421144
cgnet,rois,binary,49,1pm,0.9917743802070618,0.9836829900741576
cgnet,rois,binary,49,2pm,0.9854422211647034,0.9713021516799928
cgnet,rois,binary,49,3pm,0.9893906116485596,0.9790040254592896
cgnet,rois,binary,49,4pm,0.9867218136787416,0.9737915992736816
cgnet,rois,binary,49,6pm,0.98171067237854,0.9640783071517944
cgnet,rois,binary,49,7pm,0.9708110094070436,0.9432776570320128
cgnet,rois,binary,49,8pm,0.9821857810020448,0.9649950861930848
cgnet,rois,binary,50,8am,0.9764128923416138,0.9539128541946412
cgnet,rois,binary,50,9am,0.9857617020606996,0.9719231724739076
cgnet,rois,binary,50,10am,0.9857165813446044,0.9718354940414428
cgnet,rois,binary,50,11am,0.9845533967018129,0.9695767164230348
cgnet,rois,binary,50,12pm,0.9822120666503906,0.9650458693504332
cgnet,rois,binary,50,1pm,0.991878092288971,0.9838870763778688
cgnet,rois,binary,50,2pm,0.992448627948761,0.9850104451179504
cgnet,rois,binary,50,3pm,0.9921591877937316,0.9844403266906738
cgnet,rois,binary,50,4pm,0.98507821559906,0.9705952405929564
cgnet,rois,binary,50,5pm,0.9831787943840028,0.966914176940918
cgnet,rois,binary,50,6pm,0.9826604127883912,0.9659119248390198
cgnet,rois,binary,50,7pm,0.981715738773346,0.9640880823135376
cgnet,rois,binary,50,8pm,0.982852339744568,0.9662827849388124
cgnet,rois,binary,51,8am,0.9758042097091676,0.952751636505127
cgnet,rois,binary,51,9am,0.985158622264862,0.9707512855529784
cgnet,rois,binary,51,10am,0.9852038621902466,0.970839262008667
cgnet,rois,binary,51,11am,0.9837707281112672,0.968059778213501
cgnet,rois,binary,51,12pm,0.9848853945732116,0.9702209234237672
cgnet,rois,binary,51,1pm,0.9926468133926392,0.985400915145874
cgnet,rois,binary,51,2pm,0.9927048087120056,0.985515296459198
cgnet,rois,binary,51,3pm,0.9917877912521362,0.9837093949317932
cgnet,rois,binary,51,4pm,0.9863643050193788,0.9730954170227052
cgnet,rois,binary,51,5pm,0.9838559031486512,0.968224823474884
cgnet,rois,binary,51,6pm,0.9843518137931824,0.9691858291625975
cgnet,rois,binary,51,7pm,0.980619728565216,0.9619764089584352
cgnet,rois,binary,51,8pm,0.9843128323554992,0.9691101908683776
cgnet,rois,binary,52,8am,0.9782092571258544,0.9573479890823364
cgnet,rois,binary,52,9am,0.9854671359062196,0.9713506698608398
cgnet,rois,binary,52,10am,0.9857088923454284,0.9718204736709596
cgnet,rois,binary,52,11am,0.9839990735054016,0.9685021042823792
cgnet,rois,binary,52,12pm,0.9856825470924376,0.9717693328857422
cgnet,rois,binary,52,1pm,0.9910712838172911,0.982300579547882
cgnet,rois,binary,52,2pm,0.991599440574646,0.9833387732505798
cgnet,rois,binary,52,3pm,0.9933924078941344,0.9868715405464172
cgnet,rois,binary,52,4pm,0.9869918823242188,0.9743178486824036
cgnet,rois,binary,52,5pm,0.9847687482833862,0.9699944853782654
cgnet,rois,binary,52,6pm,0.9851195216178894,0.9706754088401794
cgnet,rois,binary,52,7pm,0.9850981831550598,0.9706339240074158
cgnet,rois,binary,53,10am,0.9858506917953492,0.9720962047576904
cgnet,rois,binary,53,11am,0.9842296838760376,0.9689490795135498
cgnet,rois,binary,53,12pm,0.9845239520072936,0.9695195555686952
cgnet,rois,binary,53,1pm,0.99258291721344,0.9852750897407532
cgnet,rois,binary,53,2pm,0.98695707321167,0.9742499589920044
cgnet,rois,binary,53,3pm,0.9915135502815248,0.9831699132919312
cgnet,rois,binary,53,4pm,0.9857667088508606,0.9719329476356506
cgnet,rois,binary,53,5pm,0.9840787053108216,0.9686564803123474
cgnet,rois,binary,53,6pm,0.9824698567390442,0.965543806552887
cgnet,rois,binary,53,7pm,0.9829237461090088,0.966420829296112
cgnet,rois,binary,53,8pm,0.9827338457107544,0.9660537838935852
cgnet,rois,binary,54,8am,0.9826793670654296,0.965948522090912
cgnet,rois,binary,54,9am,0.9868203997612,0.973983645439148
cgnet,rois,binary,54,10am,0.9884055256843568,0.977076768875122
cgnet,rois,binary,54,11am,0.9890558123588562,0.9783485531806946
cgnet,rois,binary,54,12pm,0.9870455861091614,0.9744224548339844
cgnet,rois,binary,54,1pm,0.9922311305999756,0.9845821261405944
cgnet,rois,binary,54,2pm,0.9921805262565612,0.9844823479652404
cgnet,rois,binary,54,3pm,0.9866276979446412,0.973608374595642
cgnet,rois,binary,54,4pm,0.9845404624938964,0.969551682472229
cgnet,rois,binary,54,5pm,0.9839835166931152,0.9684719443321228
cgnet,rois,binary,54,6pm,0.983135223388672,0.9668298959732056
cgnet,rois,binary,54,7pm,0.981856644153595,0.9643599390983582
cgnet,rois,binary,54,8pm,0.9836663007736206,0.9678576588630676
cgnet,rois,binary,55,8am,0.9814786911010742,0.9636310338974
cgnet,rois,binary,55,9am,0.9869221448898317,0.9741819500923156
cgnet,rois,binary,55,10am,0.9882816076278688,0.9768346548080444
cgnet,rois,binary,55,11am,0.9888176918029784,0.97788268327713
cgnet,rois,binary,55,12pm,0.9855419993400574,0.971496045589447
cgnet,rois,binary,55,1pm,0.9919201731681824,0.9839698672294616
cgnet,rois,binary,55,2pm,0.9918741583824158,0.983879327774048
cgnet,rois,binary,55,3pm,0.991963803768158,0.984055757522583
cgnet,rois,binary,55,4pm,0.9841229319572448,0.9687421321868896
cgnet,rois,binary,55,5pm,0.9848529100418092,0.97015780210495
cgnet,rois,binary,55,6pm,0.9834966063499452,0.9675291180610656
cgnet,rois,binary,55,7pm,0.983128309249878,0.9668164253234864
cgnet,rois,binary,55,8pm,0.9832556843757628,0.9670628905296326
cgnet,rois,binary,56,8am,0.9826181530952454,0.9658302068710328
cgnet,rois,binary,56,9am,0.9860622882843018,0.9725077152252196
cgnet,rois,binary,56,10am,0.987134337425232,0.9745954871177672
cgnet,rois,binary,56,11am,0.9870423674583436,0.974416196346283
cgnet,rois,binary,56,12pm,0.9849631786346436,0.9703718423843384
cgnet,rois,binary,56,1pm,0.9851466417312622,0.9707280993461608
cgnet,rois,binary,56,2pm,0.992360293865204,0.9848363995552064
cgnet,rois,binary,56,3pm,0.9858646988868712,0.9721234440803528
cgnet,rois,binary,56,4pm,0.9852522015571594,0.9709330797195436
cgnet,rois,binary,56,5pm,0.985642671585083,0.9716917276382446
cgnet,rois,binary,56,6pm,0.9841009974479676,0.96869957447052
cgnet,rois,binary,56,7pm,0.9840977191925048,0.9686933159828186
cgnet,rois,binary,56,8pm,0.9837222695350648,0.9679659008979796
cgnet,rois,binary,57,9am,0.9864639639854432,0.9732894897460938
cgnet,rois,binary,57,10am,0.9750449061393738,0.9513049721717834
cgnet,rois,binary,57,11am,0.9865808486938475,0.9735170602798462
cgnet,rois,binary,57,12pm,0.9851006865501404,0.9706388115882874
cgnet,rois,binary,57,1pm,0.992130160331726,0.984383225440979
cgnet,rois,binary,57,2pm,0.9921526908874512,0.984427571296692
cgnet,rois,binary,57,3pm,0.9920194745063782,0.984165370464325
cgnet,rois,binary,57,4pm,0.9842404127120972,0.9689698815345764
