CNN Model,Input Type,Target Type,Day,Hour,F1 Score,Jaccard Index
cgnet,full,binary,58,5pm,0.982585310935974,0.9657667875289916
cgnet,full,binary,58,6pm,0.981453776359558,0.9635829925537108
cgnet,full,binary,58,7pm,0.9807050824165344,0.9621406197547911
cgnet,full,binary,58,8pm,0.982507348060608,0.9656161665916444
cgnet,full,binary,59,9am,0.9808409214019777,0.9624021649360656
cgnet,full,binary,59,10am,0.9829219579696656,0.9664174914360046
cgnet,full,binary,59,11am,0.9802294373512268,0.96122545003891
cgnet,full,binary,59,12pm,0.9853661060333252,0.9711542725563048
cgnet,full,binary,59,1pm,0.9839520454406738,0.9684110879898072
cgnet,full,binary,59,2pm,0.9829165935516356,0.9664071202278136
cgnet,full,binary,59,3pm,0.9828901886940002,0.9663559794425964
cgnet,full,binary,59,4pm,0.9828921556472778,0.9663598537445068
cgnet,full,binary,59,6pm,0.9822852611541748,0.9651872515678406
cgnet,full,binary,59,7pm,0.9828271865844728,0.9662342667579652
cgnet,full,binary,59,8pm,0.8599326610565186,0.7542822957038879
cgnet,full,binary,60,8am,0.9793676137924194,0.9595693945884703
cgnet,full,binary,60,9am,0.9838048219680786,0.9681258797645568
cgnet,full,binary,60,11am,0.981455147266388,0.963585615158081
cgnet,full,binary,60,12pm,0.9831457734107972,0.9668502807617188
cgnet,full,binary,60,2pm,0.9819896817207336,0.964616596698761
cgnet,full,binary,60,3pm,0.9836050271987916,0.967738926410675
cgnet,full,binary,60,4pm,0.9834880232810974,0.9675124883651732
cgnet,full,binary,60,6pm,0.9834722876548768,0.9674819707870485
cgnet,full,binary,60,7pm,0.982776403427124,0.96613609790802
cgnet,full,binary,60,8pm,0.9819617867469788,0.9645627737045288
unet,rois,binary,1,8am,0.9288799166679382,0.8672043085098267
unet,rois,binary,1,9am,0.9488556385040284,0.9026881456375122
unet,rois,binary,1,10am,0.9356223344802856,0.8790322542190552
unet,rois,binary,1,11am,0.9419795274734496,0.8903225660324097
unet,rois,binary,1,12pm,0.9527027010917664,0.9096774458885192
unet,rois,binary,1,1pm,0.9392827153205872,0.8855165243148804
unet,rois,binary,1,2pm,0.9491525292396544,0.9032257795333862
unet,rois,binary,1,3pm,0.9392643570899964,0.8854838609695435
unet,rois,binary,1,4pm,0.946044147014618,0.8976127505302429
unet,rois,binary,1,5pm,0.9298043847084044,0.8688172101974487
unet,rois,binary,1,6pm,0.9365714192390442,0.8807092905044556
unet,rois,binary,1,7pm,0.94017094373703,0.8870967626571655
unet,rois,binary,1,8pm,0.940809965133667,0.8882352709770203
unet,rois,binary,2,8am,0.9647858738899232,0.9319674372673036
unet,rois,binary,2,9am,0.9726082682609558,0.9466771483421326
unet,rois,binary,2,10am,0.9749596118927002,0.9511426091194152
unet,rois,binary,2,11am,0.9740618467330932,0.9494352340698242
unet,rois,binary,2,12pm,0.9678031802177428,0.937614917755127
unet,rois,binary,2,1pm,0.97613126039505,0.9533753395080566
unet,rois,binary,2,2pm,0.9742035269737244,0.9497045278549194
unet,rois,binary,2,3pm,0.9637996554374696,0.9301286935806274
unet,rois,binary,2,4pm,0.9827021956443788,0.9659926295280457
unet,rois,binary,2,5pm,0.96598082780838,0.9342001676559448
unet,rois,binary,2,6pm,0.967972993850708,0.9379337430000304
unet,rois,binary,2,7pm,0.9751665592193604,0.9515366554260254
unet,rois,binary,2,8pm,0.9717758297920228,0.9451011419296264
unet,rois,binary,3,8am,0.9760617017745972,0.9532427191734314
unet,rois,binary,3,9am,0.9816647171974182,0.9639896750450134
unet,rois,binary,3,10am,0.979074001312256,0.9590058326721193
unet,rois,binary,3,11am,0.975509524345398,0.9521899223327636
unet,rois,binary,3,12pm,0.9749876260757446,0.9511958956718444
unet,rois,binary,3,1pm,0.9747502207756042,0.9507441520690918
unet,rois,binary,3,2pm,0.97486013174057,0.9509533047676086
unet,rois,binary,3,3pm,0.9737489223480223,0.9488407969474792
unet,rois,binary,3,4pm,0.9842109084129332,0.968912661075592
unet,rois,binary,3,5pm,0.9667718410491944,0.9356808662414552
unet,rois,binary,3,6pm,0.9744793772697448,0.9502289295196532
unet,rois,binary,3,7pm,0.975444197654724,0.952065408229828
unet,rois,binary,3,8pm,0.9759636521339417,0.953055739402771
unet,rois,binary,4,8am,0.9840336441993712,0.9685690999031068
unet,rois,binary,4,9am,0.9849503636360168,0.970346987247467
unet,rois,binary,4,10am,0.9841819405555724,0.9688565135002136
unet,rois,binary,4,11am,0.9814210534095764,0.9635198712348938
unet,rois,binary,4,12pm,0.9849817156791688,0.9704078435897828
unet,rois,binary,4,1pm,0.9823465943336488,0.9653056263923644
unet,rois,binary,4,2pm,0.9828171730041504,0.9662148356437684
unet,rois,binary,4,3pm,0.9835942387580872,0.9677181243896484
unet,rois,binary,4,4pm,0.984136164188385,0.9687678217887878
unet,rois,binary,4,5pm,0.978051781654358,0.9570463299751282
unet,rois,binary,4,6pm,0.9839993119239808,0.968502640724182
unet,rois,binary,4,7pm,0.9846032857894896,0.96967351436615
unet,rois,binary,4,8pm,0.9859102368354796,0.9722119569778442
unet,rois,binary,5,8am,0.9834123849868774,0.9673661589622498
unet,rois,binary,5,9am,0.9842567443847656,0.969001531600952
unet,rois,binary,5,10am,0.9831849932670592,0.966926097869873
unet,rois,binary,5,11am,0.9831079840660096,0.9667771458625792
unet,rois,binary,5,12pm,0.9836817383766174,0.9678875207901
unet,rois,binary,5,1pm,0.9836928248405457,0.9679089784622192
unet,rois,binary,5,2pm,0.9828839302062988,0.966343879699707
unet,rois,binary,5,3pm,0.9838870763778688,0.9682852029800416
unet,rois,binary,5,4pm,0.9865368604660034,0.973431408405304
unet,rois,binary,5,5pm,0.9797568917274476,0.960317075252533
unet,rois,binary,5,6pm,0.9850172400474548,0.9704768657684326
unet,rois,binary,5,7pm,0.9849117994308472,0.9702721238136292
unet,rois,binary,5,8pm,0.9827068448066713,0.9660016298294068
unet,rois,binary,6,8am,0.9858748316764832,0.9721431732177734
unet,rois,binary,6,9am,0.986963987350464,0.9742634296417236
unet,rois,binary,6,10am,0.9874993562698364,0.9753073453903198
unet,rois,binary,6,11am,0.985981822013855,0.9723511934280396
unet,rois,binary,6,12pm,0.9844595193862916,0.9693946838378906
unet,rois,binary,6,1pm,0.9838101267814636,0.9681361317634584
unet,rois,binary,6,2pm,0.986455738544464,0.9732734560966492
unet,rois,binary,6,3pm,0.986858367919922,0.9740576148033142
unet,rois,binary,6,4pm,0.9862620830535888,0.9728965759277344
unet,rois,binary,6,5pm,0.9858927130699158,0.9721778631210328
unet,rois,binary,6,6pm,0.986528217792511,0.9734145998954772
unet,rois,binary,6,7pm,0.9867258071899414,0.9737994074821472
unet,rois,binary,6,8pm,0.9866028428077698,0.9735599160194396
unet,rois,binary,7,8am,0.9864552021026612,0.9732723832130432
unet,rois,binary,7,9am,0.9858158826828004,0.9720285534858704
unet,rois,binary,7,10am,0.9862195253372192,0.9728137254714966
unet,rois,binary,7,11am,0.9856711626052856,0.971747100353241
unet,rois,binary,7,12pm,0.9846941828727722,0.9698498249053956
unet,rois,binary,7,1pm,0.9851022958755492,0.9706419706344604
unet,rois,binary,7,2pm,0.9847270846366882,0.96991366147995
unet,rois,binary,7,3pm,0.9862235188484192,0.9728214740753174
unet,rois,binary,7,4pm,0.987235426902771,0.9747925996780396
unet,rois,binary,7,5pm,0.983027994632721,0.9666224122047424
unet,rois,binary,7,6pm,0.9866810441017152,0.9737122058868408
unet,rois,binary,7,7pm,0.9859944581985474,0.9723758101463318
unet,rois,binary,7,8pm,0.9861807823181152,0.9727382659912108
unet,rois,binary,8,8am,0.9846153855323792,0.9696969985961914
unet,rois,binary,8,9am,0.9823908805847168,0.9653911590576172
unet,rois,binary,8,10am,0.9833275079727172,0.967201828956604
unet,rois,binary,8,11am,0.984483003616333,0.9694401621818542
unet,rois,binary,8,12pm,0.9833593368530272,0.967263400554657
unet,rois,binary,8,1pm,0.9829238653182985,0.9664210677146912
unet,rois,binary,8,2pm,0.984814703464508,0.970083713531494
unet,rois,binary,8,3pm,0.9882996678352356,0.9768700003623962
unet,rois,binary,8,5pm,0.9875971674919128,0.9754981994628906
unet,rois,binary,8,6pm,0.9865789413452148,0.9735133051872252
unet,rois,binary,8,7pm,0.9860765337944032,0.9725354313850404
unet,rois,binary,8,8pm,0.9853861331939696,0.9711933135986328
unet,rois,binary,9,8am,0.9862218499183656,0.9728181958198548
unet,rois,binary,9,9am,0.986507773399353,0.973374843597412
unet,rois,binary,9,10am,0.984643816947937,0.9697521328926086
unet,rois,binary,9,11am,0.9864004254341124,0.97316575050354
unet,rois,binary,9,12pm,0.9840017557144164,0.9685074090957642
unet,rois,binary,9,1pm,0.9866513609886168,0.9736544489860536
unet,rois,binary,9,2pm,0.9859695434570312,0.9723274111747742
unet,rois,binary,9,3pm,0.987556219100952,0.9754182696342468
unet,rois,binary,9,4pm,0.9886041879653932,0.9774651527404784
unet,rois,binary,9,5pm,0.9833407402038574,0.9672274589538574
unet,rois,binary,9,6pm,0.9845618605613708,0.9695932269096376
unet,rois,binary,9,7pm,0.9837223291397096,0.967966079711914
unet,rois,binary,9,8pm,0.985580563545227,0.9715710878372192
unet,rois,binary,10,8am,0.9861288070678712,0.9726371169090272
unet,rois,binary,10,9am,0.987166464328766,0.974658191204071
unet,rois,binary,10,11am,0.9861228466033936,0.9726255536079408
unet,rois,binary,10,12pm,0.987458109855652,0.9752269387245178
unet,rois,binary,10,1pm,0.987331748008728,0.9749804735183716
unet,rois,binary,10,2pm,0.9864059686660768,0.9731765985488892
unet,rois,binary,10,3pm,0.9863064289093018,0.9729828238487244
unet,rois,binary,10,4pm,0.986841320991516,0.9740244150161744
unet,rois,binary,10,5pm,0.986699879169464,0.9737489223480223
unet,rois,binary,10,6pm,0.985856831073761,0.9721080660820008
unet,rois,binary,10,7pm,0.9869073629379272,0.9741531014442444
unet,rois,binary,10,8pm,0.9856507182121276,0.9717073440551758
unet,rois,binary,11,8am,0.986007034778595,0.9724002480506896
unet,rois,binary,11,9am,0.9846426248550416,0.9697498083114624
unet,rois,binary,11,10am,0.9857354164123536,0.9718720316886902
unet,rois,binary,11,11am,0.9858907461166382,0.972174108028412
unet,rois,binary,11,12pm,0.98613178730011,0.9726429581642152
unet,rois,binary,11,1pm,0.9860413074493408,0.9724669456481934
unet,rois,binary,11,2pm,0.9853630661964417,0.9711484313011168
unet,rois,binary,11,3pm,0.9853143692016602,0.9710537791252136
unet,rois,binary,11,4pm,0.985694706439972,0.9717928767204284
unet,rois,binary,11,5pm,0.986028015613556,0.9724410772323608
unet,rois,binary,11,6pm,0.9852118492126464,0.9708547592163086
unet,rois,binary,11,7pm,0.9819164276123048,0.9644752740859984
unet,rois,binary,11,8pm,0.9854344725608826,0.9712871313095092
unet,rois,binary,12,8am,0.9840266108512878,0.968555510044098
unet,rois,binary,12,9am,0.985182523727417,0.9707977175712584
unet,rois,binary,12,10am,0.9895046353340148,0.9792273044586182
unet,rois,binary,12,11am,0.9881156086921692,0.9765104055404664
unet,rois,binary,12,12pm,0.9886484146118164,0.9775516986846924
unet,rois,binary,12,1pm,0.9877781867980956,0.9758514761924744
unet,rois,binary,12,2pm,0.9869866967201232,0.9743077754974364
unet,rois,binary,12,3pm,0.9875411987304688,0.975389003753662
unet,rois,binary,12,4pm,0.9866997599601746,0.9737486243247986
unet,rois,binary,12,5pm,0.982247829437256,0.965114951133728
unet,rois,binary,12,6pm,0.9846562147140504,0.9697761535644532
unet,rois,binary,12,7pm,0.9763590693473816,0.9538100361824036
unet,rois,binary,12,8pm,0.985036849975586,0.9705148935317992
unet,rois,binary,13,8am,0.9869408011436462,0.9742183089256288
unet,rois,binary,13,9am,0.984821915626526,0.9700977206230164
unet,rois,binary,13,10am,0.98727685213089,0.9748733639717102
unet,rois,binary,13,11am,0.987579107284546,0.9754629135131836
unet,rois,binary,13,12pm,0.9868977069854736,0.9741342663764954
unet,rois,binary,13,1pm,0.9863736629486084,0.9731136560440063
unet,rois,binary,13,2pm,0.9866997003555298,0.9737485647201538
unet,rois,binary,13,3pm,0.9851229786872864,0.9706820845603944
unet,rois,binary,13,4pm,0.986746609210968,0.9738399386405944
unet,rois,binary,13,5pm,0.9834374189376832,0.9674145579338074
unet,rois,binary,13,6pm,0.9844762682914734,0.9694271683692932
unet,rois,binary,13,7pm,0.9853159189224244,0.9710568189620972
unet,rois,binary,13,8pm,0.98549085855484,0.9713966846466064
unet,rois,binary,14,9am,0.9871611595153807,0.97464781999588
unet,rois,binary,14,10am,0.9861725568771362,0.9727222919464112
unet,rois,binary,14,11am,0.986851453781128,0.9740442037582396
unet,rois,binary,14,12pm,0.9859569668769836,0.9723028540611268
unet,rois,binary,14,1pm,0.984822690486908,0.9700992107391356
unet,rois,binary,14,2pm,0.985010862350464,0.9704644083976746
unet,rois,binary,14,3pm,0.9857900142669678,0.9719781875610352
unet,rois,binary,14,4pm,0.985654592514038,0.971714973449707
unet,rois,binary,14,5pm,0.9838181138038636,0.9681515693664552
unet,rois,binary,14,6pm,0.9861354231834412,0.972650110721588
unet,rois,binary,14,7pm,0.9853500723838806,0.971123218536377
unet,rois,binary,14,8pm,0.9858192801475524,0.9720351099967957
unet,rois,binary,15,8am,0.9857980608940125,0.9719938635826112
unet,rois,binary,15,9am,0.9870595932006836,0.974449872970581
unet,rois,binary,15,10am,0.9879401922225952,0.9761677384376526
unet,rois,binary,15,11am,0.9877980947494508,0.975890338420868
unet,rois,binary,15,12pm,0.9880357980728148,0.9763545393943788
unet,rois,binary,15,1pm,0.9876012802124025,0.9755062460899352
unet,rois,binary,15,2pm,0.9871288537979126,0.9745848178863524
unet,rois,binary,15,3pm,0.9869149327278136,0.9741678833961488
unet,rois,binary,15,4pm,0.9861713647842408,0.9727200269699096
unet,rois,binary,15,5pm,0.9854522943496704,0.9713218212127686
unet,rois,binary,15,6pm,0.9855178594589232,0.9714491963386536
unet,rois,binary,15,7pm,0.9853057861328124,0.971037209033966
unet,rois,binary,15,8pm,0.985386610031128,0.9711941480636596
unet,rois,binary,16,9am,0.985460102558136,0.9713369011878968
unet,rois,binary,16,10am,0.9870197176933287,0.9743720293045044
unet,rois,binary,16,11am,0.9874661564826964,0.975242555141449
unet,rois,binary,16,12pm,0.9863693118095398,0.9731051921844482
unet,rois,binary,16,1pm,0.98601633310318,0.9724183678627014
unet,rois,binary,16,2pm,0.9856876730918884,0.9717792272567748
unet,rois,binary,16,3pm,0.9849587082862854,0.970363199710846
unet,rois,binary,16,4pm,0.984862744808197,0.9701769351959229
unet,rois,binary,16,5pm,0.9839733242988586,0.9684522747993468
unet,rois,binary,16,6pm,0.9842871427536012,0.9690604209899902
unet,rois,binary,16,7pm,0.9849851727485656,0.9704145789146424
unet,rois,binary,16,8pm,0.9846172332763672,0.969700574874878
unet,rois,binary,17,8am,0.9846711754798888,0.9698051810264589
unet,rois,binary,17,9am,0.984744906425476,0.9699482321739196
unet,rois,binary,17,10am,0.9869588017463684,0.9742532968521118
unet,rois,binary,17,11am,0.9860968589782716,0.9725749492645264
unet,rois,binary,17,12pm,0.9859452247619628,0.9722800850868224
unet,rois,binary,17,1pm,0.9859294891357422,0.972249448299408
unet,rois,binary,17,2pm,0.985604166984558,0.9716169834136964
unet,rois,binary,17,3pm,0.9851986169815063,0.9708289504051208
unet,rois,binary,17,4pm,0.9849531650543212,0.9703524112701416
unet,rois,binary,17,5pm,0.98407781124115,0.9686546921730042
unet,rois,binary,17,6pm,0.9839062690734864,0.9683223962783812
unet,rois,binary,17,7pm,0.9839428663253784,0.9683932662010192
unet,rois,binary,17,8pm,0.9837327599525452,0.9679862856864928
unet,rois,binary,18,8am,0.9857277870178224,0.9718571901321412
unet,rois,binary,18,9am,0.9858968257904052,0.9721859097480774
unet,rois,binary,18,10am,0.9871021509170532,0.9745327830314636
unet,rois,binary,18,11am,0.9873416423797609,0.974999725818634
unet,rois,binary,18,12pm,0.9875298142433168,0.9753668308258056
unet,rois,binary,18,1pm,0.9870060682296752,0.9743454456329346
unet,rois,binary,18,2pm,0.9872577786445618,0.9748361706733704
unet,rois,binary,18,3pm,0.9860706329345704,0.9725239872932434
unet,rois,binary,18,4pm,0.986311674118042,0.9729930758476256
unet,rois,binary,18,5pm,0.9845792651176452,0.9696269035339355
unet,rois,binary,18,6pm,0.9841127395629884,0.9687223434448242
unet,rois,binary,18,7pm,0.9841657280921936,0.968825101852417
unet,rois,binary,18,8pm,0.9852795004844666,0.9709860682487488
unet,rois,binary,19,9am,0.9855909943580629,0.9715913534164428
unet,rois,binary,19,10am,0.9856927394866944,0.9717891216278076
unet,rois,binary,19,11am,0.985226035118103,0.9708822965621948
unet,rois,binary,19,12pm,0.9853010177612304,0.9710279107093812
unet,rois,binary,19,1pm,0.9857255220413208,0.9718528389930724
unet,rois,binary,19,2pm,0.9851396083831788,0.9707143902778624
unet,rois,binary,19,3pm,0.9847267866134644,0.969913125038147
unet,rois,binary,19,4pm,0.9853823781013488,0.9711859226226808
unet,rois,binary,19,5pm,0.9851220846176147,0.9706804156303406
unet,rois,binary,19,6pm,0.9851853251457214,0.9708031415939332
unet,rois,binary,20,8am,0.9864518046379088,0.9732657670974731
unet,rois,binary,20,9am,0.9861714839935304,0.9727202653884888
unet,rois,binary,20,10am,0.9869970679283142,0.9743279814720154
unet,rois,binary,20,11am,0.9876222014427184,0.9755470156669616
unet,rois,binary,20,12pm,0.9877957701683044,0.975885808467865
unet,rois,binary,20,1pm,0.9878690838813782,0.9760289192199708
unet,rois,binary,20,2pm,0.9879776835441588,0.9762409329414368
unet,rois,binary,20,3pm,0.9877243041992188,0.9757463335990906
unet,rois,binary,20,4pm,0.9887877702713012,0.9778242111206056
unet,rois,binary,20,5pm,0.984397292137146,0.9692740440368652
unet,rois,binary,20,7pm,0.9826032519340516,0.965801477432251
unet,rois,binary,20,8pm,0.9857475757598876,0.9718957543373108
unet,rois,binary,21,8am,0.9860779643058776,0.9725382924079896
unet,rois,binary,21,9am,0.9855952858924866,0.9715996384620668
unet,rois,binary,21,10am,0.9875285625457764,0.9753643274307252
unet,rois,binary,21,11am,0.9880900979042052,0.9764605164527892
unet,rois,binary,21,12pm,0.9883790016174316,0.9770249724388124
unet,rois,binary,21,1pm,0.9872254133224488,0.974773108959198
unet,rois,binary,21,2pm,0.9874701499938964,0.9752503633499146
unet,rois,binary,21,3pm,0.9872198700904846,0.974762201309204
unet,rois,binary,21,4pm,0.9865323901176452,0.973422646522522
unet,rois,binary,21,5pm,0.9867976307868958,0.9739393591880798
unet,rois,binary,21,6pm,0.9864795207977296,0.9733198285102844
unet,rois,binary,21,7pm,0.986551821231842,0.9734605550765992
unet,rois,binary,21,8pm,0.9859529733657836,0.9722951650619508
unet,rois,binary,22,8am,0.9863258004188538,0.9730204939842224
unet,rois,binary,22,9am,0.9862460494041444,0.9728652834892272
unet,rois,binary,22,10am,0.9880138039588928,0.9763115048408508
unet,rois,binary,22,11am,0.9898624420166016,0.9799284338951112
unet,rois,binary,22,1pm,0.987545371055603,0.9753971695899964
unet,rois,binary,22,2pm,0.9882452487945556,0.9767636060714722
unet,rois,binary,22,3pm,0.9872305989265442,0.974783182144165
unet,rois,binary,22,4pm,0.9866514801979064,0.973654568195343
unet,rois,binary,22,5pm,0.9860360622406006,0.9724567532539368
unet,rois,binary,22,6pm,0.9869873523712158,0.974308967590332
unet,rois,binary,22,7pm,0.9867847561836244,0.9739142060279846
unet,rois,binary,22,8pm,0.9869155287742616,0.9741690754890442
unet,rois,binary,23,8am,0.9862038493156432,0.9727831482887268
unet,rois,binary,23,9am,0.9865204095840454,0.9733993411064148
unet,rois,binary,23,10am,0.9874234199523926,0.975159227848053
unet,rois,binary,23,11am,0.9881059527397156,0.9764915704727172
unet,rois,binary,23,12pm,0.9861932396888732,0.9727624654769896
unet,rois,binary,23,1pm,0.9864034056663512,0.9731716513633728
unet,rois,binary,23,2pm,0.9864437580108644,0.973250150680542
unet,rois,binary,23,3pm,0.9870975017547609,0.9745237231254578
unet,rois,binary,23,4pm,0.9873380661010742,0.97499281167984
unet,rois,binary,23,5pm,0.9868013262748718,0.9739465117454528
unet,rois,binary,23,6pm,0.9870007038116456,0.9743350148200988
unet,rois,binary,23,7pm,0.9866719245910645,0.9736944437026978
unet,rois,binary,23,8pm,0.986591339111328,0.9735375046730042
unet,rois,binary,24,8am,0.9860928058624268,0.972567081451416
unet,rois,binary,24,9am,0.9869920611381532,0.9743181467056274
unet,rois,binary,24,10am,0.990448236465454,0.981077253818512
unet,rois,binary,24,11am,0.9737593531608582,0.9488606452941896
unet,rois,binary,24,12pm,0.9821410179138184,0.96490877866745
unet,rois,binary,24,1pm,0.98619544506073,0.9727668166160583
unet,rois,binary,24,2pm,0.9863206744194032,0.9730105400085448
unet,rois,binary,24,3pm,0.9883962273597716,0.9770585894584656
unet,rois,binary,24,4pm,0.986916959285736,0.974171817302704
unet,rois,binary,24,5pm,0.9855654835700988,0.9715417623519896
unet,rois,binary,24,6pm,0.9859389066696168,0.9722676873207092
unet,rois,binary,24,7pm,0.9854975342750548,0.9714097380638124
unet,rois,binary,25,8am,0.9866069555282592,0.9735679030418396
unet,rois,binary,25,9am,0.9861227869987488,0.9726254343986512
unet,rois,binary,25,10am,0.9873124361038208,0.9749427437782288
unet,rois,binary,25,11am,0.9872031807899476,0.9747297167778016
unet,rois,binary,25,12pm,0.986767828464508,0.9738812446594238
unet,rois,binary,25,1pm,0.9880443811416626,0.9763712882995604
unet,rois,binary,25,2pm,0.9930649995803832,0.9862256050109864
unet,rois,binary,25,3pm,0.9877597093582152,0.9758154153823853
unet,rois,binary,25,4pm,0.9923226833343506,0.9847623705863952
unet,rois,binary,25,5pm,0.9900496006011964,0.9802953004837036
unet,rois,binary,25,6pm,0.9912678599357604,0.9826868772506714
unet,rois,binary,25,7pm,0.9909296631813048,0.9820224046707152
unet,rois,binary,25,8pm,0.9913983345031738,0.98294335603714
unet,rois,binary,26,8am,0.9906959533691406,0.9815634489059448
unet,rois,binary,26,9am,0.9910253882408142,0.9822103977203368
unet,rois,binary,26,10am,0.9910740852355956,0.9823060631752014
unet,rois,binary,26,11am,0.9910590648651124,0.9822766184806824
unet,rois,binary,26,12pm,0.99184912443161,0.9838300943374634
unet,rois,binary,26,1pm,0.993026077747345,0.9861487746238708
unet,rois,binary,26,2pm,0.99208801984787,0.9843002557754515
unet,rois,binary,26,3pm,0.9934791326522828,0.9870427846908568
unet,rois,binary,26,4pm,0.9927754998207092,0.985654592514038
unet,rois,binary,26,5pm,0.9916114211082458,0.9833624362945556
unet,rois,binary,26,6pm,0.9910614490509032,0.9822812676429749
unet,rois,binary,26,7pm,0.9923525452613832,0.9848211407661438
unet,rois,binary,26,8pm,0.99122154712677,0.982595920562744
unet,rois,binary,27,8am,0.9881256818771362,0.9765300750732422
unet,rois,binary,27,9am,0.9895047545433044,0.9792274832725524
unet,rois,binary,27,11am,0.992955446243286,0.9860094785690308
unet,rois,binary,27,12pm,0.9900224804878236,0.980242133140564
unet,rois,binary,27,1pm,0.9925935864448548,0.985296070575714
unet,rois,binary,27,3pm,0.9917264580726624,0.983588695526123
unet,rois,binary,27,4pm,0.9922391772270204,0.9845978617668152
unet,rois,binary,27,5pm,0.9911187291145324,0.9823938012123108
unet,rois,binary,27,6pm,0.991703987121582,0.9835445284843444
unet,rois,binary,27,7pm,0.9915269017219543,0.9831961989402772
unet,rois,binary,27,8pm,0.9908295273780824,0.9818257689476012
unet,rois,binary,28,8am,0.9902074933052064,0.9806049466133118
unet,rois,binary,28,9am,0.9890240430831908,0.9782863855361938
unet,rois,binary,28,10am,0.989283561706543,0.9787943959236144
unet,rois,binary,28,11am,0.9887978434562684,0.9778438210487366
unet,rois,binary,28,12pm,0.9893155694007874,0.9788569808006288
unet,rois,binary,28,1pm,0.9900942444801332,0.9803828597068788
unet,rois,binary,28,2pm,0.9916719198226928,0.983481466770172
unet,rois,binary,28,3pm,0.9918686747550964,0.9838684797286988
unet,rois,binary,28,4pm,0.9909307360649108,0.9820245504379272
unet,rois,binary,28,5pm,0.988741397857666,0.977733552455902
unet,rois,binary,28,6pm,0.9901872277259828,0.9805651307106018
unet,rois,binary,28,7pm,0.9907013177871704,0.9815739393234252
unet,rois,binary,28,8pm,0.9906022548675536,0.981379508972168
unet,rois,binary,29,8am,0.9879514575004578,0.9761897325515748
unet,rois,binary,29,9am,0.9898399710655212,0.9798843264579772
unet,rois,binary,29,10am,0.9917089939117432,0.9835543632507324
unet,rois,binary,29,11am,0.9916959404945374,0.9835286736488342
unet,rois,binary,29,12pm,0.9928939938545228,0.9858883023262024
unet,rois,binary,29,1pm,0.9927414059638976,0.9855874180793762
unet,rois,binary,29,2pm,0.9917523860931396,0.9836397767066956
unet,rois,binary,29,3pm,0.992915153503418,0.9859299063682556
unet,rois,binary,29,4pm,0.9914076328277588,0.982961654663086
unet,rois,binary,29,5pm,0.9913787245750428,0.982904851436615
unet,rois,binary,29,6pm,0.990883767604828,0.9819322228431702
unet,rois,binary,29,7pm,0.9908407330513,0.9818477630615234
unet,rois,binary,29,8pm,0.9904688000679016,0.98111754655838
unet,rois,binary,30,8am,0.9871689677238464,0.9746630787849426
unet,rois,binary,30,9am,0.9902759194374084,0.980739176273346
unet,rois,binary,30,10am,0.991217851638794,0.9825886487960817
unet,rois,binary,30,11am,0.9915186166763306,0.9831798672676086
unet,rois,binary,30,12pm,0.991445779800415,0.9830366969108582
unet,rois,binary,30,1pm,0.9925234913825988,0.9851579666137696
unet,rois,binary,30,2pm,0.9925713539123536,0.9852522611618042
unet,rois,binary,30,3pm,0.9928736090660096,0.985848069190979
unet,rois,binary,30,4pm,0.9927183389663696,0.9855418801307678
unet,rois,binary,30,5pm,0.9911200404167176,0.9823964238166808
unet,rois,binary,30,6pm,0.9915352463722228,0.9832125902175904
unet,rois,binary,30,7pm,0.991084098815918,0.9823257327079772
unet,rois,binary,30,8pm,0.9904886484146118,0.9811565279960632
unet,rois,binary,31,8am,0.9892225861549376,0.9786750078201294
unet,rois,binary,31,9am,0.990162432193756,0.9805166125297546
unet,rois,binary,31,10am,0.9902550578117372,0.9806982278823853
unet,rois,binary,31,11am,0.9900431632995604,0.9802826642990112
unet,rois,binary,31,12pm,0.991126537322998,0.982409119606018
unet,rois,binary,31,1pm,0.9901413917541504,0.9804752469062804
unet,rois,binary,31,2pm,0.9903375506401062,0.9808600544929504
unet,rois,binary,31,3pm,0.989784836769104,0.9797762632369996
unet,rois,binary,31,4pm,0.9912973642349244,0.9827448725700378
unet,rois,binary,31,5pm,0.9907094836235046,0.98158997297287
unet,rois,binary,31,6pm,0.9912883639335632,0.9827272891998292
unet,rois,binary,31,7pm,0.9911404848098756,0.9824365973472596
unet,rois,binary,31,8pm,0.990565836429596,0.9813079833984376
unet,rois,binary,32,8am,0.9870857000350952,0.9745007157325744
unet,rois,binary,32,9am,0.990102469921112,0.980398952960968
unet,rois,binary,32,10am,0.9908838272094728,0.9819324016571044
unet,rois,binary,32,11am,0.9910086989402772,0.9821776151657104
unet,rois,binary,32,12pm,0.9907443523406982,0.9816584587097168
unet,rois,binary,32,1pm,0.9923290014266968,0.9847748279571532
unet,rois,binary,32,2pm,0.9927023649215698,0.9855104684829712
unet,rois,binary,32,4pm,0.9929566383361816,0.986011803150177
unet,rois,binary,32,5pm,0.990546464920044,0.9812700152397156
unet,rois,binary,32,6pm,0.9913132786750792,0.9827762246131896
unet,rois,binary,32,7pm,0.9916679859161376,0.9834735989570618
unet,rois,binary,32,8pm,0.9910228848457336,0.9822054505348206
unet,rois,binary,33,8am,0.986620843410492,0.9735950231552124
unet,rois,binary,33,9am,0.9884893298149108,0.9772406220436096
unet,rois,binary,33,10am,0.9913336038589478,0.9828161597251892
